domain	fold	split	duplicate_type	duplicate_key	count	sequence_ids
Rdomain	Red	train	cleaned_sequence	910a0313bf556c88270eacfe0acc25706bd9e062	2	Cruci_CruV_406,Cruci_CruV_407
Rdomain	Red	train	cleaned_sequence	39b7f8e3730465f91b3adcddc49ca72662451437	2	Cruci_CruV-754,Cruci_CruV-755
Rdomain	Red	train	cleaned_sequence	5bb361d3b8086500fa43bf6dd7e618265919f7e0	2	Cruci_CruV_310,Cruci_CruV_311
Rdomain	Red	train	cleaned_sequence	93d1a8f4f5ab5654251c2c3c3e2a54faa8801ada	3	Cruci_CruV_322,Cruci_CruV_323,Cruci_CruV_324
Rdomain	Red	train	cleaned_sequence	f222e92731dea25d42baf35904d7b85265ac5d8c	4	Cruci_CruV_453,Cruci_CruV_455,Cruci_CruV_456,Cruci_CruV_454
Rdomain	Red	train	cleaned_sequence	f9fca242cbe8788b2c7a35f44678647e20997633	2	Cruci_CruV_174,Cruci_CruV_175
Rdomain	Red	train	cleaned_sequence	ba36b9939735bedc54fe7ca2d60ed967d597266f	2	Cruci_CruV-826,Cruci_CruV-827
Rdomain	Red	train	cleaned_sequence	17a93c6fcd342da479149857c210df6375670731	2	Cruci_CruV-692,Cruci_CruV-693
Rdomain	Red	train	cleaned_sequence	84d68e4af565e446cc2fce4869ed4941e429d7eb	5	Cruci_CruV_272,Cruci_CruV_277,Cruci_CruV_281,Cruci_CruV_291,Cruci_CruV_282
Rdomain	Red	train	cleaned_sequence	d45a3635a68e4cb580a2fd757c19459cbde4a0e2	2	Cruci_CruV-778,Cruci_CruV-779
Rdomain	Red	train	cleaned_sequence	6608a01793e850c360c5098c3ee6080e76d7fd5d	5	Cruci_CruV_243,Cruci_CruV_245,Cruci_CruV_276,Cruci_CruV_278,Cruci_CruV_264
Rdomain	Red	train	cleaned_sequence	39df721961e9a779f0c08eb3aecd1c94a2ba83e5	2	Cruci_CruV-704,Cruci_CruV-705
Rdomain	Red	train	cleaned_sequence	1036574efca82ee525c656c7a1fcc4eace05f014	2	Cruci_CruV_83,Cruci_CruV_84
Rdomain	Red	train	cleaned_sequence	08aca8703fdd64b8f13325f6acc17b78379ad146	2	Cruci_CruV-965,Cruci_CruV-966
Rdomain	Red	train	cleaned_sequence	0c7b42b04c8004210b1814a2687c0b6dde67bfeb	2	Cruci_PB_KX388521,Cruci_PB_KX388522
Rdomain	Red	train	cleaned_sequence	bf32b9c187d681aeda1cc4bce73a92ddaa771f03	5	Cruci_PB_KX388524,Cruci_PB_KX388526,Cruci_CruV-719,Cruci_PB_KX388525,Cruci_PB_KX388523
Rdomain	Red	train	cleaned_sequence	6eac8f3f4bd22c3d75bc4ff06d4f8b61811d2411	2	Cruci_CruV_179,Cruci_CruV_180
Rdomain	Red	train	cleaned_sequence	a17a575c8e60a6c335db21f3c706d9fc4196223e	2	Cruci_CruV-629,Cruci_CruV-630
Rdomain	Red	train	cleaned_sequence	9ba6336c98b1a4189a478d9cf66520e0efd43b9e	3	Cruci_CruV-646,Cruci_CruV-647,Cruci_CruV-648
Rdomain	Red	train	cleaned_sequence	d25a0f37e58aecd4f96215620d93de9f673bf0af	2	Cruci_CruV_371,Cruci_CruV_372
Rdomain	Red	train	cleaned_sequence	a2005b8fe3fcc52409b21f86c76182c7a3ab3c1f	2	Cruci_CruV_90,Cruci_CruV_91
Rdomain	Red	train	cleaned_sequence	e758ddf261e48f01094ec0e9871aaab8fddff650	2	Cruci_CruV_238,Cruci_CruV_239
Rdomain	Red	train	cleaned_sequence	452530816934e73b9b686830ab08c5d6e272b273	3	Cruci_CruV_146,Cruci_CruV_147,Cruci_CruV_148
Rdomain	Red	train	cleaned_sequence	7839698fb71e969ffab15d322d08eace5762d904	2	Cruci_CruV-601,Cruci_CruV-600
Rdomain	Red	train	cleaned_sequence	532fa2dc970591326cb951d371ae88b1392ac8e2	2	Cruci_CruV-701,Cruci_CruV-702
Rdomain	Red	train	cleaned_sequence	469fd144e7c2cf187fb7bf14d8fbc37c5082958a	2	Cruci_CruV-564,Cruci_CruV-565
Rdomain	Red	train	cleaned_sequence	e686f6c03bab7f216b612ebce915d8ee1812a2b1	3	Cruci_PB_KX388528,Cruci_PB_KX388529,Cruci_PB_KX388530
Rdomain	Red	train	cleaned_sequence	632695626cf3846ea916a46c862c0b1b7676bf53	4	Cruci_PB_KX388498,Cruci_PB_KX388499,Cruci_PB_KX388500,Cruci_PB_KX388501
Rdomain	Red	train	cleaned_sequence	d2856c1f2eac24f2e46236a1fb71d7e2e3135339	2	Cruci_CruV-583,Cruci_CruV-584
Rdomain	Red	train	cleaned_sequence	99f96995237bbff5fdb22d72ed0628e74225f45d	2	Cruci_CruV-598,Cruci_CruV-608
Rdomain	Red	train	cleaned_sequence	e31cae50677556e655febd39ea7f7488072c89f1	2	Cruci_CruV-676,Cruci_CruV-677
Rdomain	Red	train	cleaned_sequence	74bd8cab3a8b732d765f43d4ce209f32aa3f9184	2	Ribo_ND_019228,Ribo_NC_033161
Rdomain	Red	train	cleaned_sequence	263cb98fcff0f3cca05b574ae115ada82c4ba6be	2	Cruci_CruV_349,Cruci_CruV_353
Rdomain	Red	train	cleaned_sequence	2f3d63ad6c5520d126353baf0a6d2b025d511885	2	Cruci_CruV_439,Cruci_CruV_446
Rdomain	Red	train	cleaned_sequence	65460cfa6bae9542918fbe3fbad659cd37c8d92d	2	Ribo_JAAOEH010002326.1,Ribo_ND_349259
Rdomain	Red	train	cleaned_sequence	328a45676bfefeef1a2454e5d9bb2ded3680290e	2	Cruci_CruV_211,Cruci_CruV_234
Rdomain	Red	train	cleaned_sequence	02cf38512dd460571710a17b0b085be94d11a1d0	2	Cruci_CruV-915,Cruci_CruV-916
Rdomain	Red	train	cleaned_sequence	ad281981696094e1fb8c62e50dd019649761f305	2	Cruci_CruV-894,Cruci_CruV-895
Rdomain	Red	train	cleaned_sequence	28e993222d375a62e132efcc163dc6113ddf9dc2	2	Cruci_CruV_409,Cruci_CruV_410
Rdomain	Red	train	cleaned_sequence	8161efb27400c0c62ab2d1a419da83445148c41a	2	Cruci_CruV-883,Cruci_CruV-884
Rdomain	Red	train	cleaned_sequence	20d16cd5277aa6ec4ca37f093af3dc2b6d8b872d	2	Cruci_PB_KX388517,Cruci_PB_KX388518
Rdomain	Red	train	cleaned_sequence	8b447f0a11980fa548c781e0b279f01fd1d6d9fd	2	Cruci_CruV-862,Cruci_CruV-860
Rdomain	Red	train	cleaned_sequence	d28ac4a55003e9ba02cd8ca1b7caf34931d1ac81	2	Cruci_CruV_505,Cruci_CruV_506
Rdomain	Red	train	cleaned_sequence	5686db11086e958c0e92af0ecd1f719c7a5dce87	2	Cruci_CruV_266,Cruci_CruV_265
Rdomain	Red	train	cleaned_sequence	e11811480e87c1abb6a49fe147e6e847406af499	2	Cruci_CruV_250,Cruci_CruV_251
Rdomain	Red	train	cleaned_sequence	805a485141c7ab00fdf8ad35eec58720073bb0ff	2	Cruci_CruV_319,Cruci_CruV_320
Rdomain	Red	train	cleaned_sequence	4e8bfe006f07eadb803a9758bf1a0564125667a7	2	Cruci_CruV_527,Cruci_CruV_528
Rdomain	Red	train	cleaned_sequence	5b6817766355456a6e6b2f3c98bd9a3b2c79117a	2	Cruci_CruV-844,Cruci_CruV-845
Rdomain	Red	train	cleaned_sequence	c0676336289e736b163c010ba0ec320439056cff	2	Ribo_ND_018979,Ribo_NC_032880
Rdomain	Red	train	cleaned_sequence	f53b608ef43456fc4a3509422e75c76371b4d01d	2	Ribo_ND_064866,Ribo_ND_024871
Rdomain	Red	train	cleaned_sequence	a71774b589f1d868632368dc00613e5a3c808b9c	2	Cruci_CruV-887,Cruci_CruV-888
Rdomain	Red	train	cleaned_sequence	832324adc5e21f6ba1e5c37416da979150467400	2	Ribo_ND_385927,Ribo_ND_327463
Rdomain	Red	train	cleaned_sequence	56048264dd9d610d60868e09ec765eb5e15ddbfe	2	Ribo_ND_087862,Ribo_ND_024746
Rdomain	Red	train	cleaned_sequence	c63ae6dd4fc9f9dda66970e827d13f7c73fe841c	2	Ribo_ND_132327,Cruci_CruV_493
Rdomain	Red	test	cleaned_sequence	c9261069e1669271344b90f8cea0d6d0669bbed7	2	Ribo_Hibiscus_chlorotic_ringspot_virus_X86448,Ribo_ND_015813
Rdomain	Red	test	cleaned_sequence	7fe7a18be01d5c23a976565f0bad6232e5c5bd4b	2	Ribo_ND_015690,Ribo_Galinsoga_Mosaic_Virus
Rdomain	Red	test	cleaned_sequence	be273138de61be1822d9dff22eedb002a8e2304e	2	Ribo_ND_292516,Ribo_ND_287421
Rdomain	Yellow	train	cleaned_sequence	910a0313bf556c88270eacfe0acc25706bd9e062	2	Cruci_CruV_406,Cruci_CruV_407
Rdomain	Yellow	train	cleaned_sequence	39b7f8e3730465f91b3adcddc49ca72662451437	2	Cruci_CruV-754,Cruci_CruV-755
Rdomain	Yellow	train	cleaned_sequence	5bb361d3b8086500fa43bf6dd7e618265919f7e0	2	Cruci_CruV_310,Cruci_CruV_311
Rdomain	Yellow	train	cleaned_sequence	93d1a8f4f5ab5654251c2c3c3e2a54faa8801ada	3	Cruci_CruV_322,Cruci_CruV_323,Cruci_CruV_324
Rdomain	Yellow	train	cleaned_sequence	f222e92731dea25d42baf35904d7b85265ac5d8c	4	Cruci_CruV_453,Cruci_CruV_455,Cruci_CruV_456,Cruci_CruV_454
Rdomain	Yellow	train	cleaned_sequence	f9fca242cbe8788b2c7a35f44678647e20997633	2	Cruci_CruV_174,Cruci_CruV_175
Rdomain	Yellow	train	cleaned_sequence	ba36b9939735bedc54fe7ca2d60ed967d597266f	2	Cruci_CruV-826,Cruci_CruV-827
Rdomain	Yellow	train	cleaned_sequence	17a93c6fcd342da479149857c210df6375670731	2	Cruci_CruV-692,Cruci_CruV-693
Rdomain	Yellow	train	cleaned_sequence	84d68e4af565e446cc2fce4869ed4941e429d7eb	5	Cruci_CruV_272,Cruci_CruV_277,Cruci_CruV_281,Cruci_CruV_291,Cruci_CruV_282
Rdomain	Yellow	train	cleaned_sequence	d45a3635a68e4cb580a2fd757c19459cbde4a0e2	2	Cruci_CruV-778,Cruci_CruV-779
Rdomain	Yellow	train	cleaned_sequence	6608a01793e850c360c5098c3ee6080e76d7fd5d	5	Cruci_CruV_243,Cruci_CruV_245,Cruci_CruV_276,Cruci_CruV_278,Cruci_CruV_264
Rdomain	Yellow	train	cleaned_sequence	39df721961e9a779f0c08eb3aecd1c94a2ba83e5	2	Cruci_CruV-704,Cruci_CruV-705
Rdomain	Yellow	train	cleaned_sequence	08aca8703fdd64b8f13325f6acc17b78379ad146	2	Cruci_CruV-965,Cruci_CruV-966
Rdomain	Yellow	train	cleaned_sequence	0c7b42b04c8004210b1814a2687c0b6dde67bfeb	2	Cruci_PB_KX388521,Cruci_PB_KX388522
Rdomain	Yellow	train	cleaned_sequence	bf32b9c187d681aeda1cc4bce73a92ddaa771f03	5	Cruci_PB_KX388524,Cruci_PB_KX388526,Cruci_CruV-719,Cruci_PB_KX388525,Cruci_PB_KX388523
Rdomain	Yellow	train	cleaned_sequence	6eac8f3f4bd22c3d75bc4ff06d4f8b61811d2411	2	Cruci_CruV_179,Cruci_CruV_180
Rdomain	Yellow	train	cleaned_sequence	a17a575c8e60a6c335db21f3c706d9fc4196223e	2	Cruci_CruV-629,Cruci_CruV-630
Rdomain	Yellow	train	cleaned_sequence	9ba6336c98b1a4189a478d9cf66520e0efd43b9e	3	Cruci_CruV-646,Cruci_CruV-647,Cruci_CruV-648
Rdomain	Yellow	train	cleaned_sequence	d25a0f37e58aecd4f96215620d93de9f673bf0af	2	Cruci_CruV_371,Cruci_CruV_372
Rdomain	Yellow	train	cleaned_sequence	a2005b8fe3fcc52409b21f86c76182c7a3ab3c1f	2	Cruci_CruV_90,Cruci_CruV_91
Rdomain	Yellow	train	cleaned_sequence	452530816934e73b9b686830ab08c5d6e272b273	3	Cruci_CruV_146,Cruci_CruV_147,Cruci_CruV_148
Rdomain	Yellow	train	cleaned_sequence	7839698fb71e969ffab15d322d08eace5762d904	2	Cruci_CruV-601,Cruci_CruV-600
Rdomain	Yellow	train	cleaned_sequence	532fa2dc970591326cb951d371ae88b1392ac8e2	2	Cruci_CruV-701,Cruci_CruV-702
Rdomain	Yellow	train	cleaned_sequence	469fd144e7c2cf187fb7bf14d8fbc37c5082958a	2	Cruci_CruV-564,Cruci_CruV-565
Rdomain	Yellow	train	cleaned_sequence	e686f6c03bab7f216b612ebce915d8ee1812a2b1	3	Cruci_PB_KX388528,Cruci_PB_KX388529,Cruci_PB_KX388530
Rdomain	Yellow	train	cleaned_sequence	632695626cf3846ea916a46c862c0b1b7676bf53	4	Cruci_PB_KX388498,Cruci_PB_KX388499,Cruci_PB_KX388500,Cruci_PB_KX388501
Rdomain	Yellow	train	cleaned_sequence	d2856c1f2eac24f2e46236a1fb71d7e2e3135339	2	Cruci_CruV-583,Cruci_CruV-584
Rdomain	Yellow	train	cleaned_sequence	99f96995237bbff5fdb22d72ed0628e74225f45d	2	Cruci_CruV-598,Cruci_CruV-608
Rdomain	Yellow	train	cleaned_sequence	e31cae50677556e655febd39ea7f7488072c89f1	2	Cruci_CruV-676,Cruci_CruV-677
Rdomain	Yellow	train	cleaned_sequence	263cb98fcff0f3cca05b574ae115ada82c4ba6be	2	Cruci_CruV_349,Cruci_CruV_353
Rdomain	Yellow	train	cleaned_sequence	2f3d63ad6c5520d126353baf0a6d2b025d511885	2	Cruci_CruV_439,Cruci_CruV_446
Rdomain	Yellow	train	cleaned_sequence	328a45676bfefeef1a2454e5d9bb2ded3680290e	2	Cruci_CruV_211,Cruci_CruV_234
Rdomain	Yellow	train	cleaned_sequence	02cf38512dd460571710a17b0b085be94d11a1d0	2	Cruci_CruV-915,Cruci_CruV-916
Rdomain	Yellow	train	cleaned_sequence	ad281981696094e1fb8c62e50dd019649761f305	2	Cruci_CruV-894,Cruci_CruV-895
Rdomain	Yellow	train	cleaned_sequence	28e993222d375a62e132efcc163dc6113ddf9dc2	2	Cruci_CruV_409,Cruci_CruV_410
Rdomain	Yellow	train	cleaned_sequence	8161efb27400c0c62ab2d1a419da83445148c41a	2	Cruci_CruV-883,Cruci_CruV-884
Rdomain	Yellow	train	cleaned_sequence	20d16cd5277aa6ec4ca37f093af3dc2b6d8b872d	2	Cruci_PB_KX388517,Cruci_PB_KX388518
Rdomain	Yellow	train	cleaned_sequence	8b447f0a11980fa548c781e0b279f01fd1d6d9fd	2	Cruci_CruV-862,Cruci_CruV-860
Rdomain	Yellow	train	cleaned_sequence	c9261069e1669271344b90f8cea0d6d0669bbed7	2	Ribo_Hibiscus_chlorotic_ringspot_virus_X86448,Ribo_ND_015813
Rdomain	Yellow	train	cleaned_sequence	d28ac4a55003e9ba02cd8ca1b7caf34931d1ac81	2	Cruci_CruV_505,Cruci_CruV_506
Rdomain	Yellow	train	cleaned_sequence	5686db11086e958c0e92af0ecd1f719c7a5dce87	2	Cruci_CruV_266,Cruci_CruV_265
Rdomain	Yellow	train	cleaned_sequence	e11811480e87c1abb6a49fe147e6e847406af499	2	Cruci_CruV_250,Cruci_CruV_251
Rdomain	Yellow	train	cleaned_sequence	4e8bfe006f07eadb803a9758bf1a0564125667a7	2	Cruci_CruV_527,Cruci_CruV_528
Rdomain	Yellow	train	cleaned_sequence	5b6817766355456a6e6b2f3c98bd9a3b2c79117a	2	Cruci_CruV-844,Cruci_CruV-845
Rdomain	Yellow	train	cleaned_sequence	c0676336289e736b163c010ba0ec320439056cff	2	Ribo_ND_018979,Ribo_NC_032880
Rdomain	Yellow	train	cleaned_sequence	7fe7a18be01d5c23a976565f0bad6232e5c5bd4b	2	Ribo_ND_015690,Ribo_Galinsoga_Mosaic_Virus
Rdomain	Yellow	train	cleaned_sequence	f53b608ef43456fc4a3509422e75c76371b4d01d	2	Ribo_ND_064866,Ribo_ND_024871
Rdomain	Yellow	train	cleaned_sequence	be273138de61be1822d9dff22eedb002a8e2304e	2	Ribo_ND_292516,Ribo_ND_287421
Rdomain	Yellow	train	cleaned_sequence	a71774b589f1d868632368dc00613e5a3c808b9c	2	Cruci_CruV-887,Cruci_CruV-888
Rdomain	Yellow	train	cleaned_sequence	832324adc5e21f6ba1e5c37416da979150467400	2	Ribo_ND_385927,Ribo_ND_327463
Rdomain	Yellow	train	cleaned_sequence	56048264dd9d610d60868e09ec765eb5e15ddbfe	2	Ribo_ND_087862,Ribo_ND_024746
Rdomain	Yellow	train	cleaned_sequence	c63ae6dd4fc9f9dda66970e827d13f7c73fe841c	2	Ribo_ND_132327,Cruci_CruV_493
Rdomain	Yellow	test	cleaned_sequence	1036574efca82ee525c656c7a1fcc4eace05f014	2	Cruci_CruV_83,Cruci_CruV_84
Rdomain	Yellow	test	cleaned_sequence	e758ddf261e48f01094ec0e9871aaab8fddff650	2	Cruci_CruV_238,Cruci_CruV_239
Rdomain	Yellow	test	cleaned_sequence	74bd8cab3a8b732d765f43d4ce209f32aa3f9184	2	Ribo_ND_019228,Ribo_NC_033161
Rdomain	Yellow	test	cleaned_sequence	65460cfa6bae9542918fbe3fbad659cd37c8d92d	2	Ribo_JAAOEH010002326.1,Ribo_ND_349259
Rdomain	Yellow	test	cleaned_sequence	805a485141c7ab00fdf8ad35eec58720073bb0ff	2	Cruci_CruV_319,Cruci_CruV_320
Sdomain	Blue	train	cleaned_sequence	2b83a04217343a5651d2f652bb703c8529660fca	2	Cruci_CruV-887,Cruci_CruV-888
Sdomain	Blue	train	cleaned_sequence	831219af3e26a7b80e4602688f12753e1ff85cc9	2	Ribo_ND_018979,Ribo_NC_032880
Sdomain	Blue	train	cleaned_sequence	0b247aad2a286b5c892f61236a23ee41f22326e5	2	Cruci_CruV-583,Cruci_CruV-584
Sdomain	Blue	train	cleaned_sequence	44b160fe1806a78595ed580b2dda3e16c3b0d07a	2	Cruci_CruV_310,Cruci_CruV_311
Sdomain	Blue	train	cleaned_sequence	0fb2da98877a26fb9fc8a50737f1a195878140d5	2	Cruci_CruV-676,Cruci_CruV-677
Sdomain	Blue	train	cleaned_sequence	0cce2126a17d378dfeee778dc0afb34adb0d233b	2	Cruci_CruV-570,Cruci_CruV-571
Sdomain	Blue	train	cleaned_sequence	5b4ae01c6903f418d8a69a1af5d8bc714de2e1e0	2	Ribo_Ga0006777J48905_1012910,Ribo_ND_037080
Sdomain	Blue	train	cleaned_sequence	486f72fbef8ce5cb46b53756bbafb9f91530e62e	2	Ribo_Ga0007413J51701_1025822,Ribo_ND_038050
Sdomain	Blue	train	cleaned_sequence	fcaca0df91663359f3522d37043e0b47b7688fd0	2	Ribo_JAAOEH010002326.1,Ribo_ND_349259
Sdomain	Blue	train	cleaned_sequence	12a847201f2a10ade98625e919272a89f530cfd4	2	Ribo_ND_130202,Ribo_Ga0187796_1184497
Sdomain	Blue	train	cleaned_sequence	676b859ba25132160dd0ffc4bc7710d7fef01523	2	Ribo_ND_130208,Ribo_Ga0187796_1206930
Sdomain	Blue	train	cleaned_sequence	914adb51dbd98e0dd703cd9108c4f65300e54781	2	Cruci_CruV_104,Cruci_CruV_105
Sdomain	Blue	train	cleaned_sequence	60f6a1a9d0794e83726cc652d98376f9b213c22f	2	Cruci_CruV_505,Cruci_CruV_506
Sdomain	Blue	train	cleaned_sequence	fbf1855de02d08a6f8a7d6abca7fbb9976274887	2	Cruci_CruV-894,Cruci_CruV-895
Sdomain	Blue	train	cleaned_sequence	a73b6c4a959e111935fb2d0b73ce04278de8a547	2	Cruci_CruV_527,Cruci_CruV_528
Sdomain	Blue	train	cleaned_sequence	8fee7699f88fe902d6fc4e15182da2a58cfe7993	2	Cruci_PB_KX388517,Cruci_PB_KX388518
Sdomain	Blue	train	cleaned_sequence	37462e7cc9b6524f71643f439f0f3351d403332b	2	Cruci_CruV-844,Cruci_CruV-845
Sdomain	Blue	train	cleaned_sequence	a8719132e47c6bd035f788a45de3be86a0de1385	2	Cruci_CruV_211,Cruci_CruV_234
Sdomain	Blue	train	cleaned_sequence	74fe87b81dbb88d0a5a68a269bd87fa5845eaa22	2	Cruci_CruV_179,Cruci_CruV_180
Sdomain	Blue	train	cleaned_sequence	1644ae23c8953eee972747bb29778ac567cded92	2	Cruci_CruV-815,Cruci_CruV-811
Sdomain	Blue	train	cleaned_sequence	73cc2c3fed71ec309371f97c03e3fa0c87e97a61	2	Cruci_CruV_371,Cruci_CruV_372
Sdomain	Blue	train	cleaned_sequence	02bcdbbb0e5d14b4bef08da59962f0ae9a6b95af	2	Cruci_CruV_90,Cruci_CruV_91
Sdomain	Blue	train	cleaned_sequence	c077f2f4efaa32f62de280947fd574b0c1802f9d	2	Cruci_PB_KX388521,Cruci_PB_KX388522
Sdomain	Blue	train	cleaned_sequence	ac198fedc3a0c984711029688ca4887ecf3a6848	3	Cruci_PB_KX388524,Cruci_PB_KX388526,Cruci_CruV-719
Sdomain	Blue	train	cleaned_sequence	1da23fb0c5dbbeb23ee23965dc4b560c7a1203ae	2	Cruci_CruV_174,Cruci_CruV_175
Sdomain	Blue	train	cleaned_sequence	7ff45ee98ded77737e4fee0ee8ee2dab0b73c48b	5	Cruci_CruV_243,Cruci_CruV_245,Cruci_CruV_276,Cruci_CruV_278,Cruci_CruV_264
Sdomain	Blue	train	cleaned_sequence	9ae9bb5d93b5ee336b47a8e21197ee9ef7078d83	2	Cruci_CruV-615,Cruci_CruV-616
Sdomain	Blue	train	cleaned_sequence	3c2f62111c5c4e86341cab17c6cc1463e54c942d	3	Cruci_CruV-599,Cruci_CruV-601,Cruci_CruV-600
Sdomain	Blue	train	cleaned_sequence	438416e9720736ef2b126469da4c1d3456cdc5d1	2	Cruci_CruV-564,Cruci_CruV-565
Sdomain	Blue	train	cleaned_sequence	9065a2ec1fbfa0f91b6f57c1e7c6f4340b8bcd44	2	Cruci_CruV-754,Cruci_CruV-755
Sdomain	Blue	train	cleaned_sequence	5a6c2e3e84c1d6309524825dd7c62612e471a58a	3	Cruci_CruV_322,Cruci_CruV_323,Cruci_CruV_324
Sdomain	Blue	train	cleaned_sequence	639c5af8cf37dfa6c9182088228d141052e23fdf	3	Cruci_CruV_146,Cruci_CruV_147,Cruci_CruV_148
Sdomain	Blue	train	cleaned_sequence	b6222e83d115fe9a0f5557a3689c1a7682e212b6	2	Cruci_CruV-692,Cruci_CruV-693
Sdomain	Blue	train	cleaned_sequence	c9ecbc0d47969786a08c1e84d89486fa1d251e6e	2	Cruci_CruV_266,Cruci_CruV_265
Sdomain	Blue	train	cleaned_sequence	062e48939e44f460c6a7ab876c3870c14caf453f	2	Cruci_CruV_250,Cruci_CruV_251
Sdomain	Blue	train	cleaned_sequence	54fec653e7f1bd9a112b6436ea06eeee7b38c3d3	2	Cruci_CruV_238,Cruci_CruV_239
Sdomain	Blue	train	cleaned_sequence	97cb8a1ac7c0980f9527742c4a389ec52efd4be5	2	Ribo_ND_126471,Ribo_Ga0187795_1158440
Sdomain	Blue	train	cleaned_sequence	e99c3bcb9ddf000b276955217be2e2b492ddddc8	2	Ribo_ND_181386,Ribo_ND_176763
Sdomain	Blue	train	cleaned_sequence	1221c69bfc1616c0031155cfe7f1c166f1312938	2	Cruci_PB_KX388527,Cruci_PB_KX388528
Sdomain	Blue	train	cleaned_sequence	d9dd56252ae288b383f34c4451e19811e4a33086	2	Cruci_PB_KX388529,Cruci_PB_KX388530
Sdomain	Blue	train	cleaned_sequence	d4fb9364d55910371ac39e55413fa81b0172320d	2	Ribo_ND_025226,Ribo_JAAOEH010001932.1
Sdomain	Blue	train	cleaned_sequence	ad86f050213048dd2dfd108a84dfd7f54a7acbeb	2	Ribo_ND_019228,Ribo_NC_033161
Sdomain	Blue	train	cleaned_sequence	26f15b607c77c9e1ae6636c0c62e0d1359e9709e	2	Ribo_ND_025095,Ribo_JAAOEH010001771.1
Sdomain	Blue	train	cleaned_sequence	21cb10ea10c6557ee3ddf9cb19285af6c751ac5e	2	Cruci_PB_KX388514,Cruci_PB_KX388515
Sdomain	Blue	train	cleaned_sequence	260b5db8bf8b5b1b5bdcf64ed687eabe521049f4	2	Cruci_CruV_501,Cruci_CruV_509
Sdomain	Blue	train	cleaned_sequence	7d3dd652382501793d4b1ae9ee250142106aca4e	2	Cruci_CruV_409,Cruci_CruV_410
Sdomain	Blue	train	cleaned_sequence	91f9ca989e9f02736acc905daefaccde8feda245	2	Ribo_JAAOEH010001845.1,Ribo_ND_025152
Sdomain	Blue	train	cleaned_sequence	d406050282442acb26d5c8b190942ff70d43d7db	2	Cruci_CruV_406,Cruci_CruV_407
Sdomain	Blue	train	cleaned_sequence	d43eecbb53928615baa24186c5cd77ac7143306b	2	Cruci_CruV_439,Cruci_CruV_446
Sdomain	Blue	train	cleaned_sequence	ce533e25ade9cc5cb80d9cdb24313cebc533381b	2	Cruci_CruV-635,Cruci_CruV-636
Sdomain	Blue	train	cleaned_sequence	c17dea32e2754b8fefd1b2e77905ce198863eb98	2	Cruci_CruV-826,Cruci_CruV-827
Sdomain	Blue	train	cleaned_sequence	1be78a3168243aef50dc23ce3565105fd3858171	2	Cruci_CruV-778,Cruci_CruV-779
Sdomain	Blue	train	cleaned_sequence	2c95c333d2c45876a9424b1a4334aeef58a94234	4	Cruci_CruV_453,Cruci_CruV_455,Cruci_CruV_456,Cruci_CruV_454
Sdomain	Blue	train	cleaned_sequence	9f4492d0832783ff6b8afd640363f3182f213c1e	2	Cruci_chiv_Eukaryote_metagenome_T142_contig705,Cruci_chiv_Eukaryote_metagenome_T149_contig609
Sdomain	Blue	train	cleaned_sequence	fb9b13d0a160039c0e3582fd64927e6ae26455e6	2	Ribo_ND_018983,Ribo_NC_032884
Sdomain	Blue	train	cleaned_sequence	191e0bf9935e2737fee1866cd5e26235f30f18c5	2	Cruci_CruV-915,Cruci_CruV-916
Sdomain	Blue	train	cleaned_sequence	756442057c9251507efd6c09853a79c006b47410	2	Ribo_ND_015828,Ribo_tomREF_NC_003633
Sdomain	Blue	train	cleaned_sequence	900f5045fe2f67706192864153410574f4dec28a	2	Ribo_ND_015659,Ribo_Melon_necrotic_spot_virus_NC_001504
Sdomain	Blue	train	cleaned_sequence	22e329043d6f6d78fb0d2eb0c3dd98862435d9de	2	Ribo_tomREF_NC_000939,Ribo_ND_017058
Sdomain	Blue	train	cleaned_sequence	16445fc761692ab1068665a6526578a38b3dbac3	2	Ribo_ND_015690,Ribo_Galinsoga_Mosaic_Virus
Sdomain	Blue	train	cleaned_sequence	336ef7855d4bc2529bf01da000a7f79a4aa7ffe0	2	Ribo_tomREF_NC_009533,Ribo_ND_016202
Sdomain	Blue	train	cleaned_sequence	d71de2edccac1e5d6411baea778b1a4ef93bd10a	2	Ribo_tomREF_NC_005286,Ribo_ND_015995
Sdomain	Blue	train	cleaned_sequence	e965b2460298c931f1ad2612416f6e9c8fe6b30c	2	Ribo_ND_019888,Ribo_tomREF_NC_007733
Sdomain	Blue	train	cleaned_sequence	31e2970bdb487d057801b55f8cadd5b88e406a51	2	Ribo_tomREF_NC_002187,Ribo_ND_015723
Sdomain	Blue	train	cleaned_sequence	8938e1fd4198bb84be307e64cdffe25a0c2ee4e3	2	Ribo_ND_017053,Ribo_Turnip_Crinkle_Virus_NC_003821
Sdomain	Blue	train	cleaned_sequence	0955b68c0fb1bb9719f9c98af26a387d497b76cf	2	Ribo_ND_015665,Ribo_tomREF_NC_001600
Sdomain	Blue	train	cleaned_sequence	f3928c85ff9b661176faf9bf6bb09d1145632647	2	Ribo_Hibiscus_chlorotic_ringspot_virus_X86448,Ribo_ND_015813
Sdomain	Blue	train	cleaned_sequence	041a920367f3c7b5c542ad8b5b5450a433f52da7	2	Cruci_CruV-883,Cruci_CruV-884
